gene_id	gene_name	count.input	count.sample	total.input	total.sample	log2OR	padj	hit	enriched.rev	count.input.rev	count.sample.rev	total.input.rev	total.sample.rev
ENSMUSG00000020108	Ddit4	5	1	330773	24257	NA	NA	NA	NA	6	0	328553	22225
ENSMUSG00000020109	Dnajb12	2	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000020111	Micu1	45	1	330773	24257	NA	NA	NA	NA	57	0	328553	22225
ENSMUSG00000020114	Cand1	21	2	330773	24257	NA	NA	NA	NA	23	1	328553	22225
ENSMUSG00000020115	Tbk1	2	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000020116	Pno1	2	0	330773	24257	NA	NA	NA	NA	4	0	328553	22225
ENSMUSG00000020120	Plek	9	1	330773	24257	NA	NA	NA	NA	16	0	328553	22225
ENSMUSG00000020121	Srgap1	6	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000020122	Egfr	11	0	330773	24257	NA	NA	NA	NA	5	0	328553	22225
ENSMUSG00000020123	Avpr1a	0	0	330773	24257	NA	NA	NA	NA	0	1	328553	22225
ENSMUSG00000020124	Usp15	0	0	330773	24257	NA	NA	NA	NA	4	0	328553	22225
ENSMUSG00000020125	Elane	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000020128	Vps54	61	4	330773	24257	0.136993520705831	0.99997370591344	FALSE	NA	80	1	328553	22225
ENSMUSG00000020130	Tbc1d15	32	1	330773	24257	NA	NA	NA	NA	25	0	328553	22225
ENSMUSG00000020131	Pcsk4	0	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000020132	Rab21	3	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000020133	2310011J03Rik	1	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000020134	Peli1	2	0	330773	24257	NA	NA	NA	NA	8	2	328553	22225
ENSMUSG00000020135	Apc2	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000020137	Thap2	1	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000020140	Lgr5	1	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000020142	Slc1a4	34	0	330773	24257	NA	NA	NA	NA	32	0	328553	22225
ENSMUSG00000020143	Dock2	32	3	330773	24257	0.724946061017334	0.99997370591344	FALSE	NA	25	2	328553	22225
ENSMUSG00000020149	Rab1a	223	8	330773	24257	-0.868669542356135	0.99997370591344	FALSE	NA	220	6	328553	22225
ENSMUSG00000020150	Gamt	8	0	330773	24257	NA	NA	NA	NA	10	0	328553	22225
ENSMUSG00000020151	Ptprr	7	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000020152	Actr2	207	6	330773	24257	-1.1243155103243	0.99997370591344	FALSE	NA	200	6	328553	22225
ENSMUSG00000020153	Ndufs7	2	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000020154	Ptprb	2	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000020155	Kcnmb1	4	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000020156	Pwwp3a	25	1	330773	24257	NA	NA	NA	NA	39	4	328553	22225
ENSMUSG00000020159	Gabrp	9	0	330773	24257	NA	NA	NA	NA	9	1	328553	22225
ENSMUSG00000020160	Meis1	20	0	330773	24257	NA	NA	NA	NA	26	1	328553	22225
ENSMUSG00000020163	Uqcr11	1	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000020166	Cnot2	19	1	330773	24257	NA	NA	NA	NA	16	0	328553	22225
ENSMUSG00000020167	Tcf3	6	1	330773	24257	NA	NA	NA	NA	3	2	328553	22225
ENSMUSG00000020168	Olfr299	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000020169	Best3	9	0	330773	24257	NA	NA	NA	NA	6	0	328553	22225
ENSMUSG00000020170	Frs2	17	1	330773	24257	NA	NA	NA	NA	22	1	328553	22225
ENSMUSG00000020171	Yeats4	10	0	330773	24257	NA	NA	NA	NA	8	0	328553	22225
ENSMUSG00000020173	Cobl	105	3	330773	24257	-0.958947019418994	0.99997370591344	FALSE	NA	88	6	328553	22225
ENSMUSG00000020175	Rab36	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000020176	Grb10	76	5	330773	24257	0.0874915806675474	0.99997370591344	FALSE	NA	89	5	328553	22225
ENSMUSG00000020177	9530003J23Rik	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000020178	Adora2a	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000020180	Snrpd3	0	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000020181	Nav3	2	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000020182	Ddc	181	8	330773	24257	-0.568904541465857	0.99997370591344	FALSE	NA	171	11	328553	22225
ENSMUSG00000020183	Cpm	25	0	330773	24257	NA	NA	NA	NA	11	1	328553	22225
ENSMUSG00000020184	Mdm2	25	1	330773	24257	NA	NA	NA	NA	32	1	328553	22225
ENSMUSG00000020185	E2f7	2	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000020186	Csrp2	92	4	330773	24257	-0.44810530316206	0.99997370591344	FALSE	NA	97	3	328553	22225
ENSMUSG00000020189	Osbpl8	18	2	330773	24257	NA	NA	NA	NA	21	1	328553	22225
ENSMUSG00000020190	Mknk2	2	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000020191	Spata48	0	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000020193	Zpbp	1	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000020196	Cabin1	52	0	330773	24257	NA	NA	NA	NA	14	0	328553	22225
ENSMUSG00000020198	Ap3d1	6	0	330773	24257	NA	NA	NA	NA	5	1	328553	22225
ENSMUSG00000020205	Phlda1	2	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000020211	Sf3a2	1	0	330773	24257	NA	NA	NA	NA	3	1	328553	22225
ENSMUSG00000020212	Mdm1	37	4	330773	24257	0.843385336425777	0.99997370591344	FALSE	NA	43	2	328553	22225
ENSMUSG00000020213	Glipr1l1	1	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000020214	Glipr1l2	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000020216	Jsrp1	7	1	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000020218	Wif1	30	1	330773	24257	NA	NA	NA	NA	18	1	328553	22225
ENSMUSG00000020219	Timm13	1	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000020220	Vps13d	61	2	330773	24257	NA	NA	NA	NA	55	6	328553	22225
ENSMUSG00000020224	Llph	1	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000020225	Tmbim4	75	3	330773	24257	-0.478789844229799	0.99997370591344	FALSE	NA	80	3	328553	22225
ENSMUSG00000020226	Slc5a4b	3	0	330773	24257	NA	NA	NA	NA	4	0	328553	22225
ENSMUSG00000020227	Irak3	65	3	330773	24257	-0.275197132133359	0.99997370591344	FALSE	NA	66	3	328553	22225
ENSMUSG00000020228	Helb	19	0	330773	24257	NA	NA	NA	NA	15	0	328553	22225
ENSMUSG00000020229	Slc5a4a	13	0	330773	24257	NA	NA	NA	NA	9	0	328553	22225
ENSMUSG00000020230	Prmt2	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000020231	Dip2a	4	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000020232	Hmg20b	33	1	330773	24257	NA	NA	NA	NA	21	0	328553	22225
ENSMUSG00000020234	4930404N11Rik	1	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000020235	Fzr1	12	1	330773	24257	NA	NA	NA	NA	10	0	328553	22225
ENSMUSG00000020238	Ncln	1	0	330773	24257	NA	NA	NA	NA	3	0	328553	22225
ENSMUSG00000020241	Col6a2	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000020246	Hcfc2	3	0	330773	24257	NA	NA	NA	NA	5	0	328553	22225
ENSMUSG00000020248	Nfyb	32	1	330773	24257	NA	NA	NA	NA	74	1	328553	22225
ENSMUSG00000020250	Txnrd1	74	1	330773	24257	NA	NA	NA	NA	32	1	328553	22225
ENSMUSG00000020251	Glt8d2	5	0	330773	24257	NA	NA	NA	NA	3	0	328553	22225
ENSMUSG00000020253	Ppm1m	16	0	330773	24257	NA	NA	NA	NA	28	2	328553	22225
ENSMUSG00000020255	D10Wsu102e	3	0	330773	24257	NA	NA	NA	NA	7	0	328553	22225
ENSMUSG00000020256	Aldh1l2	8	1	330773	24257	NA	NA	NA	NA	6	0	328553	22225
ENSMUSG00000020257	Wdr82	31	2	330773	24257	NA	NA	NA	NA	23	2	328553	22225
ENSMUSG00000020258	Glyctk	21	2	330773	24257	NA	NA	NA	NA	31	2	328553	22225
ENSMUSG00000020260	Pofut2	132	7	330773	24257	-0.28614065805375	0.99997370591344	FALSE	NA	148	6	328553	22225
ENSMUSG00000020261	Slc36a1	53	0	330773	24257	NA	NA	NA	NA	39	2	328553	22225
ENSMUSG00000020262	Adarb1	4	0	330773	24257	NA	NA	NA	NA	3	1	328553	22225
ENSMUSG00000020263	Appl2	8	0	330773	24257	NA	NA	NA	NA	14	0	328553	22225
ENSMUSG00000020264	Slc36a2	2	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000020265	Sumo3	12	0	330773	24257	NA	NA	NA	NA	10	0	328553	22225
ENSMUSG00000020267	Hint1	49	6	330773	24257	0.933001714783907	0.99997370591344	FALSE	NA	82	4	328553	22225
ENSMUSG00000020268	Lyrm7	74	3	330773	24257	-0.459675121227267	0.99997370591344	FALSE	NA	43	5	328553	22225
ENSMUSG00000020270	Smim23	27	1	330773	24257	NA	NA	NA	NA	13	0	328553	22225
ENSMUSG00000020271	Fbxw11	23	0	330773	24257	NA	NA	NA	NA	10	0	328553	22225
ENSMUSG00000020272	Stk10	12	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000020273	Papolg	10	0	330773	24257	NA	NA	NA	NA	12	0	328553	22225
ENSMUSG00000020275	Rel	42	15	330773	24257	2.34370490643171	8.224937424407e-05	TRUE	NA	23	0	328553	22225
ENSMUSG00000020277	Pfkl	7	0	330773	24257	NA	NA	NA	NA	7	0	328553	22225
ENSMUSG00000020279	Il9r	1	0	330773	24257	NA	NA	NA	NA	2	1	328553	22225
ENSMUSG00000020280	Pus10	61	3	330773	24257	-0.184976183470463	0.99997370591344	FALSE	NA	62	3	328553	22225
ENSMUSG00000020282	Rhbdf1	4	0	330773	24257	NA	NA	NA	NA	2	1	328553	22225
ENSMUSG00000020283	Pex13	10	0	330773	24257	NA	NA	NA	NA	7	1	328553	22225
ENSMUSG00000020284	Cfap410	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000020286	1700093K21Rik	16	1	330773	24257	NA	NA	NA	NA	23	0	328553	22225
ENSMUSG00000020287	Mpg	2	1	330773	24257	NA	NA	NA	NA	4	0	328553	22225
ENSMUSG00000020288	Ahsa2	29	1	330773	24257	NA	NA	NA	NA	28	2	328553	22225
ENSMUSG00000020289	Nprl3	11	1	330773	24257	NA	NA	NA	NA	8	0	328553	22225
ENSMUSG00000020290	Xpo1	98	5	330773	24257	-0.275222167856934	0.99997370591344	FALSE	NA	140	5	328553	22225
ENSMUSG00000020295	Hbq1a	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000020297	Nsg2	21	0	330773	24257	NA	NA	NA	NA	11	1	328553	22225
ENSMUSG00000020299	4930524B15Rik	4	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000020300	Cpeb4	84	5	330773	24257	-0.0551846151876769	0.99997370591344	FALSE	NA	73	9	328553	22225
ENSMUSG00000020303	Stc2	7	0	330773	24257	NA	NA	NA	NA	9	0	328553	22225
ENSMUSG00000020305	Asb3	3	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000020307	Cdc34	4	0	330773	24257	NA	NA	NA	NA	4	0	328553	22225
ENSMUSG00000020308	Tpgs1	24	0	330773	24257	NA	NA	NA	NA	25	3	328553	22225
ENSMUSG00000020309	Chac2	4	0	330773	24257	NA	NA	NA	NA	5	0	328553	22225
ENSMUSG00000020310	Madcam1	27	0	330773	24257	NA	NA	NA	NA	23	0	328553	22225
ENSMUSG00000020311	Erlec1	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000020312	Shc2	3	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000020315	Sptbn1	7	1	330773	24257	NA	NA	NA	NA	8	0	328553	22225
ENSMUSG00000020317	Theg	1	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000020319	Wdpcp	8	2	330773	24257	NA	NA	NA	NA	8	0	328553	22225
ENSMUSG00000020321	Mdh1	6	0	330773	24257	NA	NA	NA	NA	3	2	328553	22225
ENSMUSG00000020323	Prss57	48	1	330773	24257	NA	NA	NA	NA	33	1	328553	22225
ENSMUSG00000020325	Fstl3	1	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000020326	Ccng1	9	1	330773	24257	NA	NA	NA	NA	8	0	328553	22225
ENSMUSG00000020327	Fgf22	4	0	330773	24257	NA	NA	NA	NA	3	0	328553	22225
ENSMUSG00000020328	Nudcd2	36	2	330773	24257	NA	NA	NA	NA	30	2	328553	22225
ENSMUSG00000020329	Polrmt	3	0	330773	24257	NA	NA	NA	NA	4	0	328553	22225
ENSMUSG00000020330	Hmmr	26	2	330773	24257	NA	NA	NA	NA	26	2	328553	22225
ENSMUSG00000020331	Hcn2	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000020332	Meikin	1	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000020333	Acsl6	13	1	330773	24257	NA	NA	NA	NA	19	2	328553	22225
ENSMUSG00000020334	Slc22a4	2	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000020335	Zfp354b	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000020340	Cyfip2	0	0	330773	24257	NA	NA	NA	NA	3	0	328553	22225
ENSMUSG00000020346	Mgat1	4	0	330773	24257	NA	NA	NA	NA	9	0	328553	22225
ENSMUSG00000020349	Ppp2ca	3	0	330773	24257	NA	NA	NA	NA	3	0	328553	22225
ENSMUSG00000020354	Sgcd	3	0	330773	24257	NA	NA	NA	NA	6	1	328553	22225
ENSMUSG00000020357	Flt4	2	0	330773	24257	NA	NA	NA	NA	3	0	328553	22225
ENSMUSG00000020358	Hnrnpab	13	2	330773	24257	NA	NA	NA	NA	5	0	328553	22225
ENSMUSG00000020359	Phykpl	1	0	330773	24257	NA	NA	NA	NA	3	0	328553	22225
ENSMUSG00000020361	Hspa4	191	8	330773	24257	-0.646122081799092	0.99997370591344	FALSE	Enriched for reversed integrations	182	28	328553	22225
ENSMUSG00000020362	Cnot6	84	5	330773	24257	-0.0551846151876769	0.99997370591344	FALSE	NA	60	2	328553	22225
ENSMUSG00000020363	Gfpt2	60	2	330773	24257	NA	NA	NA	NA	77	4	328553	22225
ENSMUSG00000020364	Zfp354a	4	0	330773	24257	NA	NA	NA	NA	3	0	328553	22225
ENSMUSG00000020366	Mapk9	1	0	330773	24257	NA	NA	NA	NA	8	1	328553	22225
ENSMUSG00000020368	Canx	11	0	330773	24257	NA	NA	NA	NA	14	2	328553	22225
ENSMUSG00000020372	Rack1	29	1	330773	24257	NA	NA	NA	NA	33	1	328553	22225
ENSMUSG00000020374	Rasgef1c	1	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000020375	Rufy1	13	0	330773	24257	NA	NA	NA	NA	11	0	328553	22225
ENSMUSG00000020376	Rnf130	16	1	330773	24257	NA	NA	NA	NA	9	0	328553	22225
ENSMUSG00000020377	Ltc4s	17	2	330773	24257	NA	NA	NA	NA	18	0	328553	22225
ENSMUSG00000020380	Rad50	41	1	330773	24257	NA	NA	NA	NA	34	2	328553	22225
ENSMUSG00000020381	Mrnip	2	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000020383	Il13	0	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000020385	Clk4	1	0	330773	24257	NA	NA	NA	NA	5	0	328553	22225
ENSMUSG00000020386	Sar1b	11	0	330773	24257	NA	NA	NA	NA	17	0	328553	22225
ENSMUSG00000020387	Jade2	28	2	330773	24257	NA	NA	NA	NA	25	3	328553	22225
ENSMUSG00000020388	Pdlim4	26	1	330773	24257	NA	NA	NA	NA	13	1	328553	22225
ENSMUSG00000020389	Cdkl3	20	0	330773	24257	NA	NA	NA	NA	26	3	328553	22225
ENSMUSG00000020390	Ube2b	30	3	330773	24257	0.815158464602481	0.99997370591344	FALSE	NA	24	0	328553	22225
ENSMUSG00000020392	Cdkn2aipnl	33	3	330773	24257	0.68186888309385	0.99997370591344	FALSE	NA	38	3	328553	22225
ENSMUSG00000020393	Kremen1	3	0	330773	24257	NA	NA	NA	NA	5	0	328553	22225
ENSMUSG00000020395	Itk	75	1	330773	24257	NA	NA	NA	NA	56	2	328553	22225
ENSMUSG00000020396	Nefh	49	3	330773	24257	0.125390294749748	0.99997370591344	FALSE	NA	26	4	328553	22225
ENSMUSG00000020397	Med7	6	1	330773	24257	NA	NA	NA	NA	7	0	328553	22225
ENSMUSG00000020399	Havcr2	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000020400	Tnip1	57	1	330773	24257	NA	NA	NA	NA	53	2	328553	22225
ENSMUSG00000020401	Fam71b	4	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000020402	Vdac1	112	4	330773	24257	-0.729234464048033	0.99997370591344	FALSE	NA	127	10	328553	22225
ENSMUSG00000020405	Fabp6	77	4	330773	24257	-0.194264845576876	0.99997370591344	FALSE	NA	69	5	328553	22225
ENSMUSG00000020407	Upp1	44	3	330773	24257	0.277444297809738	0.99997370591344	FALSE	NA	49	5	328553	22225
ENSMUSG00000020409	Slu7	5	0	330773	24257	NA	NA	NA	NA	4	1	328553	22225
ENSMUSG00000020411	Nipal4	1	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000020412	Ascc2	16	1	330773	24257	NA	NA	NA	NA	26	1	328553	22225
ENSMUSG00000020413	Hus1	1	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000020415	Pttg1	42	1	330773	24257	NA	NA	NA	NA	36	1	328553	22225
ENSMUSG00000020419	Hormad2	29	1	330773	24257	NA	NA	NA	NA	26	0	328553	22225
ENSMUSG00000020420	Zfp607a	3	0	330773	24257	NA	NA	NA	NA	0	1	328553	22225
ENSMUSG00000020422	Tns3	213	10	330773	24257	-0.513086542223106	0.99997370591344	FALSE	NA	186	7	328553	22225
ENSMUSG00000020423	Btg2	62	7	330773	24257	0.792172092264814	0.99997370591344	FALSE	NA	59	4	328553	22225
ENSMUSG00000020424	Castor1	1	0	330773	24257	NA	NA	NA	NA	4	0	328553	22225
ENSMUSG00000020427	Igfbp3	2	0	330773	24257	NA	NA	NA	NA	5	0	328553	22225
ENSMUSG00000020428	Gabra6	2	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000020429	Igfbp1	0	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000020430	Pes1	30	1	330773	24257	NA	NA	NA	NA	33	0	328553	22225
ENSMUSG00000020431	Adcy1	37	0	330773	24257	NA	NA	NA	NA	75	6	328553	22225
ENSMUSG00000020432	Tcn2	1	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000020434	4921536K21Rik	3	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000020435	Osbp2	6	0	330773	24257	NA	NA	NA	NA	10	1	328553	22225
ENSMUSG00000020436	Gabrg2	3	0	330773	24257	NA	NA	NA	NA	3	0	328553	22225
ENSMUSG00000020437	Myo1g	34	1	330773	24257	NA	NA	NA	NA	43	3	328553	22225
ENSMUSG00000020439	Smtn	36	3	330773	24257	0.559863782374478	0.99997370591344	FALSE	NA	53	3	328553	22225
ENSMUSG00000020440	Arf5	6	0	330773	24257	NA	NA	NA	NA	4	0	328553	22225
ENSMUSG00000020441	2310033P09Rik	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000020444	Guk1	0	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000020447	Npc1l1	1	0	330773	24257	NA	NA	NA	NA	3	0	328553	22225
ENSMUSG00000020448	Rnf185	5	0	330773	24257	NA	NA	NA	NA	6	0	328553	22225
ENSMUSG00000020451	Limk2	65	3	330773	24257	-0.275197132133359	0.99997370591344	FALSE	NA	64	1	328553	22225
ENSMUSG00000020453	Patz1	47	5	330773	24257	0.769397109811945	0.99997370591344	FALSE	NA	45	2	328553	22225
ENSMUSG00000020454	Eif4enif1	51	4	330773	24257	0.390814221149416	0.99997370591344	FALSE	NA	54	4	328553	22225
ENSMUSG00000020455	Trim11	7	0	330773	24257	NA	NA	NA	NA	8	1	328553	22225
ENSMUSG00000020456	Ogdh	19	1	330773	24257	NA	NA	NA	NA	14	2	328553	22225
ENSMUSG00000020457	Drg1	78	4	330773	24257	-0.212648820399038	0.99997370591344	FALSE	NA	101	7	328553	22225
ENSMUSG00000020458	Rtn4	183	11	330773	24257	-0.169434932997221	0.99997370591344	FALSE	NA	175	5	328553	22225
ENSMUSG00000020459	Mtif2	5	1	330773	24257	NA	NA	NA	NA	10	0	328553	22225
ENSMUSG00000020460	Rps27a	176	5	330773	24257	-1.11379797799508	0.99997370591344	FALSE	NA	184	11	328553	22225
ENSMUSG00000020461	Clhc1	1	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000020462	Cfap36	20	1	330773	24257	NA	NA	NA	NA	12	3	328553	22225
ENSMUSG00000020463	Ppp4r3b	2	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000020464	Pnpt1	7	2	330773	24257	NA	NA	NA	NA	6	0	328553	22225
ENSMUSG00000020467	Efemp1	4	1	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000020469	Myl7	9	0	330773	24257	NA	NA	NA	NA	11	1	328553	22225
ENSMUSG00000020471	Pold2	12	1	330773	24257	NA	NA	NA	NA	19	1	328553	22225
ENSMUSG00000020472	Zkscan17	88	1	330773	24257	NA	NA	NA	NA	60	2	328553	22225
ENSMUSG00000020473	Aebp1	6	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000020474	Polm	1	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000020475	Pgam2	0	0	330773	24257	NA	NA	NA	NA	4	0	328553	22225
ENSMUSG00000020476	Dbnl	93	3	330773	24257	-0.785552791205459	0.99997370591344	FALSE	NA	106	5	328553	22225
ENSMUSG00000020477	Mrps24	4	0	330773	24257	NA	NA	NA	NA	4	1	328553	22225
ENSMUSG00000020481	Ankrd36	13	1	330773	24257	NA	NA	NA	NA	16	0	328553	22225
ENSMUSG00000020482	Ccdc117	72	4	330773	24257	-0.0986609413240949	0.99997370591344	FALSE	NA	64	3	328553	22225
ENSMUSG00000020483	Dynll2	96	5	330773	24257	-0.245767662582481	0.99997370591344	FALSE	NA	72	7	328553	22225
ENSMUSG00000020484	Xbp1	97	9	330773	24257	0.476630429958251	0.99997370591344	FALSE	NA	106	4	328553	22225
ENSMUSG00000020485	Supt4a	0	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000020486	Septin4	0	0	330773	24257	NA	NA	NA	NA	3	0	328553	22225
ENSMUSG00000020490	Btnl10	2	2	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000020491	2810021J22Rik	1	0	330773	24257	NA	NA	NA	NA	3	0	328553	22225
ENSMUSG00000020492	Ska2	26	1	330773	24257	NA	NA	NA	NA	85	4	328553	22225
ENSMUSG00000020493	Prr11	2	0	330773	24257	NA	NA	NA	NA	5	0	328553	22225
ENSMUSG00000020495	Smg8	5	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000020496	Rnf187	16	1	330773	24257	NA	NA	NA	NA	13	0	328553	22225
ENSMUSG00000020513	Tubd1	0	0	330773	24257	NA	NA	NA	NA	4	0	328553	22225
ENSMUSG00000020514	Mrpl22	3	0	330773	24257	NA	NA	NA	NA	3	0	328553	22225
ENSMUSG00000020515	Cnot8	10	0	330773	24257	NA	NA	NA	NA	20	0	328553	22225
ENSMUSG00000020516	Rps6kb1	36	2	330773	24257	NA	NA	NA	NA	54	4	328553	22225
ENSMUSG00000020519	Sap30l	16	1	330773	24257	NA	NA	NA	NA	13	0	328553	22225
ENSMUSG00000020520	Galnt10	14	1	330773	24257	NA	NA	NA	NA	5	1	328553	22225
ENSMUSG00000020521	Rnft1	6	1	330773	24257	NA	NA	NA	NA	7	1	328553	22225
ENSMUSG00000020522	Mfap3	4	0	330773	24257	NA	NA	NA	NA	4	0	328553	22225
ENSMUSG00000020523	Fam114a2	6	0	330773	24257	NA	NA	NA	NA	11	1	328553	22225
ENSMUSG00000020524	Gria1	3	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000020525	Ppm1d	44	0	330773	24257	NA	NA	NA	NA	43	2	328553	22225
ENSMUSG00000020526	Znhit3	3	0	330773	24257	NA	NA	NA	NA	4	0	328553	22225
ENSMUSG00000020527	Myo19	45	3	330773	24257	0.245731366709208	0.99997370591344	FALSE	NA	50	1	328553	22225
ENSMUSG00000020528	Prpsap2	7	0	330773	24257	NA	NA	NA	NA	4	0	328553	22225
ENSMUSG00000020530	Ggnbp2	20	0	330773	24257	NA	NA	NA	NA	24	2	328553	22225
ENSMUSG00000020532	Acaca	39	0	330773	24257	NA	NA	NA	NA	34	6	328553	22225
ENSMUSG00000020534	Shmt1	10	0	330773	24257	NA	NA	NA	NA	17	1	328553	22225
ENSMUSG00000020536	Llgl1	10	0	330773	24257	NA	NA	NA	NA	14	3	328553	22225
ENSMUSG00000020537	Drg2	3	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000020538	Srebf1	31	2	330773	24257	NA	NA	NA	NA	21	1	328553	22225
ENSMUSG00000020541	Tom1l1	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000020542	Myocd	1	8	330773	24257	5.94080575908029	8.30948369832331e-08	TRUE	NA	1	0	328553	22225
ENSMUSG00000020544	Cox11	0	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000020545	Lrrc72	11	0	330773	24257	NA	NA	NA	NA	12	1	328553	22225
ENSMUSG00000020546	Stxbp4	1	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000020547	Bzw2	10	2	330773	24257	NA	NA	NA	NA	8	0	328553	22225
ENSMUSG00000020548	1700086D15Rik	3	0	330773	24257	NA	NA	NA	NA	1	1	328553	22225
ENSMUSG00000020549	Elac2	1	0	330773	24257	NA	NA	NA	NA	5	0	328553	22225
